Country,Product,Balance,Unit,Year,Month,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2016,May,2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2016,Jun,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2016,Jul,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2016,Aug,2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2016,Sep,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2016,Oct,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2016,Nov,2951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2016,Dec,2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Jan,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Feb,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Mar,2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Apr,2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,May,2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Jun,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Jul,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Aug,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Sep,2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Oct,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Nov,2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2017,Dec,2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Jan,2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Feb,2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Mar,2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Apr,2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,May,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Jun,2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Jul,3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Aug,2819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Sep,2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Oct,2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Nov,2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2018,Dec,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Jan,2970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Feb,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Mar,2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Apr,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,May,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Jun,2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Jul,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Aug,2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Sep,2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Oct,2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Nov,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2019,Dec,2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Jan,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Feb,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Mar,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Apr,2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,May,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Jun,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Jul,2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Aug,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Sep,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Oct,2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Nov,2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2020,Dec,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Jan,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Feb,2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Mar,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Apr,2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,May,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Jun,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Jul,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Aug,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Sep,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Oct,2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Nov,2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2021,Dec,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Jan,2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Feb,2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Mar,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Apr,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,May,2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Jun,2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Jul,2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Aug,2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Sep,2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Oct,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Nov,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2022,Dec,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Jan,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Feb,2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Mar,2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Apr,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,May,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Jun,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Jul,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Aug,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Sep,2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Oct,2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Nov,2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2023,Dec,2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Jan,2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Feb,2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Mar,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Apr,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,May,2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Jun,2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Jul,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Aug,2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Sep,2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Oct,2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Nov,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Total oil products,Refinery Output,Thousand Barrels per day (kb/d),2024,Dec,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
